t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
428,-61.2624758,-59.48423881,-57.96172743,-56.58283481,-55.26951048,-53.95383905,-52.55722033,-50.96896943,-49.03235637,-46.5693066,-43.49172054,-39.97350818,-36.46769976,-33.41054017,-30.95467453,-29.03766791,-27.54037153,-26.35702349,-25.40809167,-24.63635745,-24.00080949,-23.47172203,-23.02719206,-22.65079257,-22.32998896,-22.05506106,-21.81835891,-21.61378052,-21.43639947,-21.28219494,-21.14785309,-21.03061866,-20.9281828,-20.838597,-20.76020646,-20.69159773,-20.63155742,-20.57903902,-20.53313629,-20.4930615,-20.45812771
429,-61.26193459,-59.48181753,-57.95777168,-56.57733481,-55.2620224,-53.94322085,-52.5411644,-50.94343534,-48.99149547,-46.50736813,-43.40821607,-39.87816834,-36.37638719,-33.33366644,-30.89372764,-28.9900525,-27.50298601,-26.32733441,-25.38422253,-24.61695017,-23.98487805,-23.45854109,-23.01621927,-22.64161546,-22.32228869,-22.04858741,-21.81291272,-21.6092013,-21.43255641,-21.2789803,-21.1451773,-21.02840668,-20.92637126,-20.83713206,-20.75904206,-20.69069431,-20.63088079,-20.57855957,-20.53282823,-20.49290233,-20.45809773
430,-61.26139197,-59.47938943,-57.95380144,-56.5718057,-55.25447614,-53.93248825,-52.52489196,-50.91751996,-48.95004256,-46.44469019,-43.32408809,-39.78264918,-36.28536487,-33.25726935,-30.833229,-28.94279628,-27.46587524,-26.29785417,-25.36051342,-24.5976671,-23.96904427,-23.44543788,-23.005309,-22.63248908,-22.31462987,-22.04214779,-21.80749459,-21.60464527,-21.4287325,-21.27578146,-21.14251452,-21.02620535,-20.92456837,-20.83567404,-20.75788313,-20.68979509,-20.63020731,-20.57808234,-20.5325216,-20.4927439,-20.45806788
431,-61.26084792,-59.47695438,-57.94981639,-56.56624685,-55.24687047,-53.9216389,-52.50839894,-50.89121723,-48.9079912,-46.38127128,-43.2393459,-39.68696726,-36.19464368,-33.18135049,-30.77317618,-28.89589628,-27.42903672,-26.26858084,-25.33696292,-24.57850714,-23.95330733,-23.43241178,-22.99446077,-22.62341305,-22.3070122,-22.03574198,-21.80210434,-21.60011227,-21.42492763,-21.27259833,-21.13986466,-21.02401459,-20.92277405,-20.83422291,-20.75672963,-20.68890008,-20.62953695,-20.57760731,-20.53221637,-20.49258619,-20.45803818
432,-61.26030241,-59.47451225,-57.94581623,-56.56065762,-55.23920412,-53.91067041,-52.49168119,-50.86452101,-48.86533501,-46.31711013,-43.15399917,-39.59113916,-36.10423416,-33.10591119,-30.71356671,-28.84934953,-27.39246795,-26.23951254,-25.3135696,-24.55946924,-23.93766643,-23.41946217,-22.98367409,-22.61438699,-22.29943538,-22.02936973,-21.79674176,-21.59560214,-21.42114167,-21.26943081,-21.13722765,-21.02183433,-20.92098827,-20.83277863,-20.75558154,-20.68800922,-20.62886969,-20.57713446,-20.53191254,-20.49242919,-20.4580086
433,-61.2597554,-59.47206289,-57.94180064,-56.55503735,-55.23147579,-53.89958033,-52.4747345,-50.83742514,-48.82206769,-46.25220576,-43.0680579,-39.49518145,-36.01414653,-33.0309526,-30.65439806,-28.80315308,-27.35616647,-26.21064738,-25.29033205,-24.54055235,-23.92212078,-23.40658843,-22.9729485,-22.60541053,-22.29189911,-22.02303082,-21.79140668,-21.59111472,-21.41737448,-21.26627879,-21.13460339,-21.01966452,-20.91921096,-20.83134114,-20.75443881,-20.68712251,-20.62820552,-20.5766638,-20.5316101,-20.49227292,-20.45797917
434,-61.25920687,-59.46960615,-57.93776928,-56.54938537,-55.22368417,-53.8883662,-52.45755459,-50.80992338,-48.77818297,-46.18655745,-42.98153243,-39.39911071,-35.92439069,-32.95647568,-30.59566767,-28.75730398,-27.32012985,-26.18198349,-25.26724889,-24.52175542,-23.90666959,-23.39378997,-22.96228352,-22.5964833,-22.2844031,-22.016725,-21.7860989,-21.58664987,-21.41362595,-21.26314217,-21.1319918,-21.01750508,-20.91744207,-20.82991041,-20.75330142,-20.68623991,-20.62754441,-20.57619529,-20.53130905,-20.49211736,-20.45794986
435,-61.25865679,-59.46714188,-57.93372183,-56.543701,-55.21582789,-53.87702547,-52.44013715,-50.78200949,-48.73367468,-46.12016478,-42.89443344,-39.30294346,-35.83497621,-32.88248116,-30.53737293,-28.71179931,-27.28435565,-26.15351903,-25.24431873,-24.50307742,-23.89131207,-23.38106619,-22.9516787,-22.58760494,-22.27694706,-22.01045204,-21.78081823,-21.58220744,-21.40989596,-21.26002086,-21.12939281,-21.01535595,-20.91568156,-20.82848641,-20.75216934,-20.68536141,-20.62688635,-20.57572893,-20.53100937,-20.4919625,-20.45792069
436,-61.25810513,-59.46466994,-57.92965794,-56.53798354,-55.2079056,-53.86555559,-52.42247777,-50.75367715,-48.6885367,-46.05302759,-42.80677192,-39.20669619,-35.74591233,-32.80896962,-30.47951118,-28.66663612,-27.24884148,-26.12525218,-25.22154022,-24.48451734,-23.87604746,-23.3684165,-22.94113357,-22.57877509,-22.26953071,-22.00421172,-21.77556449,-21.57778727,-21.40618438,-21.25691475,-21.12680634,-21.01321707,-20.91392936,-20.82706908,-20.75104253,-20.68448697,-20.62623132,-20.57526471,-20.53071106,-20.49180835,-20.45789165
437,-61.25755186,-59.46219016,-57.92557726,-56.53223227,-55.19991589,-53.85395394,-52.40457202,-50.72492002,-48.64276302,-45.98514605,-42.71855922,-39.11038536,-35.65720795,-32.73594142,-30.42207972,-28.62181152,-27.21358496,-26.09718113,-25.198912,-24.46607417,-23.860875,-23.35584031,-22.93064767,-22.56999338,-22.26215376,-21.99800381,-21.77033751,-21.57338922,-21.40249109,-21.25382376,-21.12423231,-21.01108837,-20.91218543,-20.82565838,-20.74992095,-20.68361657,-20.6255793,-20.57480262,-20.53041411,-20.49165489,-20.45786274
438,-61.25699695,-59.45970238,-57.92147944,-56.52644648,-55.19185732,-53.84221785,-52.38641537,-50.69573173,-48.5963477,-45.91652058,-42.62980695,-39.01402733,-35.56887165,-32.66339677,-30.36507584,-28.57732261,-27.17858373,-26.0693041,-25.17643275,-24.4477469,-23.84579392,-23.34333704,-22.92022056,-22.56125947,-22.25481594,-21.99182808,-21.76513708,-21.56901314,-21.39881598,-21.25074777,-21.12167063,-21.00896979,-20.91044972,-20.82425428,-20.74880459,-20.68275019,-20.62493027,-20.57434263,-20.5301185,-20.49150214,-20.45783396
439,-61.25644036,-59.45720645,-57.91736412,-56.52062542,-55.18372845,-53.83034463,-52.36800325,-50.66610585,-48.54928489,-45.84715194,-42.54052709,-38.91763837,-35.4809117,-32.5913357,-30.30849677,-28.5331665,-27.14383545,-26.04161932,-25.15410115,-24.42953455,-23.83080348,-23.33090611,-22.90985179,-22.55257301,-22.24751695,-21.98568431,-21.75996305,-21.56465889,-21.39515892,-21.2476867,-21.11912123,-21.00686126,-20.90872217,-20.82285673,-20.7476934,-20.6818878,-20.62428422,-20.57388474,-20.52982424,-20.49135007,-20.45780532
440,-61.25588206,-59.45470219,-57.91323092,-56.51476832,-55.17552779,-53.8183315,-52.34933104,-50.63603593,-48.50156885,-45.77704118,-42.45073187,-38.82123468,-35.39333601,-32.51975809,-30.25233973,-28.48934032,-27.10933781,-26.01412504,-25.1319159,-24.41143615,-23.81590295,-23.31854697,-22.89954093,-22.54393364,-22.24025653,-21.97957228,-21.75481522,-21.56032631,-21.3915198,-21.24464045,-21.11658404,-21.00476272,-20.90700274,-20.8214657,-20.74658736,-20.68102938,-20.62364113,-20.57342894,-20.52953132,-20.49119869,-20.4577768
441,-61.25532202,-59.45218944,-57.90907947,-56.50887442,-55.16725381,-53.80617568,-52.33039403,-50.6055155,-48.45319392,-45.70618967,-42.36043385,-38.72483233,-35.30615218,-32.44866364,-30.19660189,-28.44584122,-27.07508852,-25.98681952,-25.1098757,-24.39345073,-23.80109158,-23.30625905,-22.88928752,-22.53534103,-22.23303441,-21.97349177,-21.74969342,-21.55601527,-21.3878985,-21.24160893,-21.11405897,-21.00267412,-20.90529137,-20.82008115,-20.74548643,-20.68017491,-20.62300098,-20.57297522,-20.52923972,-20.491048,-20.45774841
442,-61.2547602,-59.44966801,-57.90490936,-56.50294292,-55.15890498,-53.79387431,-52.31118747,-50.57453804,-48.40415459,-45.63459909,-42.26964585,-38.62844727,-35.21936748,-32.37805191,-30.14128043,-28.40266636,-27.0410853,-25.95970107,-25.08797929,-24.37557733,-23.78636866,-23.29404179,-22.87909114,-22.52679483,-22.2258503,-21.96744256,-21.74459748,-21.55172563,-21.38429491,-21.23859203,-21.11154595,-21.00059538,-20.90358802,-20.81870303,-20.74439058,-20.67932436,-20.62236375,-20.57252355,-20.52894944,-20.49089798,-20.45772014
443,-61.25419656,-59.44713774,-57.90072021,-56.49697302,-55.15047973,-53.78142449,-52.29170654,-50.543097,-48.35444542,-45.56227144,-42.178381,-38.53209531,-35.13298888,-32.30792231,-30.08637247,-28.35981291,-27.00732591,-25.93276798,-25.06622539,-24.35781501,-23.77173346,-23.28189464,-22.86895137,-22.5182947,-22.21870395,-21.96142444,-21.73952722,-21.54745724,-21.38070891,-21.23558968,-21.10904491,-20.99852645,-20.90189264,-20.81733131,-20.74329979,-20.6784777,-20.62172942,-20.57207394,-20.52866048,-20.49074864,-20.45769201
444,-61.25363108,-59.44459844,-57.89651162,-56.49096389,-55.14197644,-53.76882328,-52.27194637,-50.51118584,-48.30406112,-45.48920905,-42.08665267,-38.43579211,-35.04702301,-32.23827413,-30.03187513,-28.31727807,-26.9738081,-25.90601857,-25.04461276,-24.34016284,-23.75718529,-23.26981705,-22.85886777,-22.50984031,-22.21159509,-21.95543719,-21.73448248,-21.54320997,-21.37714039,-21.23260177,-21.10655577,-20.99646727,-20.90020518,-20.81596595,-20.74221402,-20.67763493,-20.62109799,-20.57162636,-20.52837282,-20.49059997,-20.457664
445,-61.25306371,-59.44204992,-57.89228316,-56.4849147,-55.13339348,-53.75606767,-52.25190201,-50.47879796,-48.25299654,-45.41541458,-41.9944745,-38.33955317,-34.96147619,-32.1691065,-29.97778552,-28.27505904,-26.94052968,-25.8794512,-25.02314017,-24.32261988,-23.74272343,-23.25780849,-22.84883993,-22.50143134,-22.20452345,-21.9494806,-21.72946307,-21.53898367,-21.37358924,-21.22962822,-21.10407845,-20.99441777,-20.89852558,-20.8146069,-20.74113324,-20.676796,-20.62046942,-20.57118081,-20.52808645,-20.49045197,-20.45763611
446,-61.25249442,-59.43949199,-57.88803442,-56.47882457,-55.12472919,-53.74315462,-52.23156847,-50.44592675,-48.20124662,-45.34089102,-41.9018604,-38.24339381,-34.87635443,-32.10041842,-29.92410072,-28.23315306,-26.90748845,-25.8530642,-25.00180639,-24.30518522,-23.7283472,-23.24586843,-22.83886742,-22.49306744,-22.19748877,-21.94355447,-21.72446883,-21.53477821,-21.37005534,-21.22666893,-21.10161288,-20.99237791,-20.89685381,-20.81325414,-20.74005743,-20.67596091,-20.61984371,-20.57073727,-20.52780137,-20.49030463,-20.45760835
447,-61.25192317,-59.43692446,-57.88376495,-56.47269265,-55.11598187,-53.73008103,-52.21094068,-50.41256561,-48.14880648,-45.26564169,-41.80882449,-38.14732917,-34.79166343,-32.03220879,-29.8708178,-28.19155737,-26.87468224,-25.82685597,-24.98061022,-24.28785797,-23.7140559,-23.23399633,-22.82894985,-22.4847483,-22.1904908,-21.93765858,-21.7194996,-21.53059346,-21.36653859,-21.22372382,-21.09915899,-20.99034761,-20.89518982,-20.81190763,-20.73898655,-20.67512962,-20.61922084,-20.57029573,-20.52751758,-20.49015795,-20.45758072
448,-61.25134991,-59.43434712,-57.87947433,-56.46651802,-55.10714978,-53.71684376,-52.19001353,-50.37870788,-48.09567137,-45.18967026,-41.71538113,-38.05137419,-34.70740859,-31.96447638,-29.81793382,-28.15026922,-26.84210892,-25.80082489,-24.95955045,-24.27063721,-23.69984885,-23.22219166,-22.81908679,-22.4764736,-22.18352928,-21.93179273,-21.71455521,-21.52642928,-21.36303887,-21.2207928,-21.09671671,-20.98832682,-20.89353355,-20.81056732,-20.73792057,-20.67430212,-20.61860079,-20.56985619,-20.52723506,-20.49001193,-20.45755321
449,-61.25077461,-59.43175978,-57.87516209,-56.46029979,-55.09823115,-53.70343958,-52.16878183,-50.34434692,-48.0418367,-45.11298073,-41.62154493,-37.95554359,-34.62359502,-31.89721983,-29.76544582,-28.10928591,-26.80976635,-25.77496937,-24.93862591,-24.25352206,-23.68572538,-23.21045392,-22.80927785,-22.46824301,-22.17660395,-21.92595672,-21.70963548,-21.52228553,-21.35955608,-21.21787577,-21.09428597,-20.98631549,-20.89188497,-20.80923318,-20.73685947,-20.67347838,-20.61798354,-20.56941862,-20.5269538,-20.48986656,-20.45752581
450,-61.25019722,-59.42916223,-57.87082779,-56.45403701,-55.08922421,-53.68986527,-52.14724034,-50.30947609,-47.98729803,-45.03557745,-41.52733066,-37.85985189,-34.54022752,-31.83043771,-29.71335085,-28.06860473,-26.77765243,-25.74928784,-24.91783543,-24.23651165,-23.67168483,-23.19878259,-22.79952262,-22.46005622,-22.16971456,-21.92015034,-21.70474027,-21.51816208,-21.35609011,-21.21497265,-21.09186669,-20.98431354,-20.89024402,-20.80790518,-20.73580321,-20.67265838,-20.61736908,-20.56898302,-20.52667381,-20.48972183,-20.45749855
451,-61.2496177,-59.42655426,-57.86647093,-56.44772874,-55.0801271,-53.6761175,-52.12538378,-50.27408872,-47.9320511,-44.95746512,-41.43275334,-37.76431336,-34.45731061,-31.76412844,-29.66164594,-28.028223,-26.74576508,-25.72377875,-24.89717785,-24.21960511,-23.65772653,-23.18717715,-22.78982071,-22.45191292,-22.16286087,-21.9143734,-21.6998694,-21.51405881,-21.35264085,-21.21208335,-21.0894588,-20.98232094,-20.88861066,-20.80658327,-20.73475177,-20.6718421,-20.6167574,-20.56854938,-20.52639507,-20.48957776,-20.4574714
452,-61.24903602,-59.42393564,-57.86209106,-56.44137401,-55.07093796,-53.66219291,-52.10320677,-50.23817816,-47.8760918,-44.87864878,-41.33782812,-37.66894205,-34.37484852,-31.69829037,-29.61032813,-27.98813806,-26.71410222,-25.69844054,-24.87665202,-24.20280158,-23.64384984,-23.17563711,-22.78017173,-22.44381279,-22.15604262,-21.90862569,-21.69502272,-21.50997557,-21.3492082,-21.20920779,-21.08706223,-20.98033761,-20.88698484,-20.80526742,-20.73370512,-20.67102951,-20.61614846,-20.56811768,-20.52611757,-20.48943432,-20.45744437
453,-61.24845212,-59.42130615,-57.85768767,-56.43497183,-55.0616549,-53.6480881,-52.08070391,-50.20173773,-47.81941621,-44.79913381,-41.24257038,-37.57375175,-34.29284521,-31.63292176,-29.55939442,-27.94834726,-26.68266183,-25.6732717,-24.85625681,-24.1861002,-23.63005409,-23.16416197,-22.77057528,-22.43575553,-22.14925957,-21.90290702,-21.69020007,-21.50591225,-21.34579204,-21.20634588,-21.08467691,-20.97836351,-20.88536652,-20.80395759,-20.73266324,-20.6702206,-20.61554227,-20.56768792,-20.52584131,-20.48929152,-20.45741746
454,-61.24786596,-59.41866558,-57.85326026,-56.42852119,-55.05227597,-53.63379959,-52.05786971,-50.16476081,-47.76202061,-44.71892597,-41.14699562,-37.47875599,-34.21130437,-31.56802077,-29.50884185,-27.90884798,-26.65144186,-25.64827072,-24.83599109,-24.16950014,-23.61633867,-23.15275124,-22.76103099,-22.42774084,-22.14251148,-21.89721719,-21.68540129,-21.50186872,-21.34239229,-21.20349754,-21.08230278,-20.97639858,-20.88375566,-20.80265376,-20.73162608,-20.66941535,-20.61493881,-20.56726008,-20.52556628,-20.48914935,-20.45739068
455,-61.2472775,-59.41601367,-57.84880832,-56.42202106,-55.04279921,-53.61932387,-52.03469865,-50.12724073,-47.70390145,-44.63803134,-41.05111952,-37.38396805,-34.13022941,-31.50358548,-29.45866744,-27.86963761,-26.62044032,-25.62343611,-24.81585377,-24.15300056,-23.60270292,-23.14140442,-22.75153846,-22.41976841,-22.13579811,-21.89155601,-21.68062622,-21.49784484,-21.33900882,-21.20066267,-21.07993977,-20.97444276,-20.8821522,-20.80135587,-20.73059363,-20.66861372,-20.61433805,-20.56683415,-20.52529247,-20.48900782,-20.45736401
456,-61.24668668,-59.41335021,-57.84433132,-56.41547039,-55.0332226,-53.60465735,-52.01118515,-50.08917087,-47.64505539,-44.55645637,-40.95495788,-37.28940093,-34.04962349,-31.43961387,-29.40886822,-27.83071358,-26.58965523,-25.59876639,-24.79584374,-24.13660064,-23.58914623,-23.13012103,-22.74209732,-22.41183795,-22.12911922,-21.88592329,-21.67587471,-21.49384049,-21.33564155,-21.19784121,-21.0775878,-20.972496,-20.88055611,-20.80006391,-20.72956585,-20.66781571,-20.61373998,-20.56641012,-20.52501988,-20.48886691,-20.45733745
457,-61.24609346,-59.41067495,-57.83982874,-56.4088681,-55.0235441,-53.5897964,-51.98732356,-50.05054463,-47.58547927,-44.47420785,-40.85852662,-37.19506734,-33.96948951,-31.37610388,-29.3594412,-27.79207331,-26.55908461,-25.5742601,-24.77595991,-24.12029957,-23.57566797,-23.11890059,-22.73270721,-22.40394916,-22.12247457,-21.88031884,-21.6711466,-21.48985555,-21.33229037,-21.19503306,-21.07524682,-20.97055824,-20.87896733,-20.79877783,-20.72854273,-20.66702128,-20.61314459,-20.56598797,-20.5247485,-20.48872662,-20.45731102
458,-61.24549779,-59.40798764,-57.83530003,-56.40221311,-55.01376163,-53.57473733,-51.96310818,-50.0113554,-47.52517018,-44.39129292,-40.76184179,-37.10097972,-33.88983013,-31.31305335,-29.31038341,-27.75371427,-26.52872653,-25.5499158,-24.75620122,-24.10409653,-23.56226753,-23.10774264,-22.72336773,-22.39610174,-22.11586393,-21.87474246,-21.66644175,-21.48588989,-21.32895517,-21.19223814,-21.07291674,-20.96862943,-20.87738584,-20.79749759,-20.72752423,-20.66623043,-20.61255186,-20.56556771,-20.52447833,-20.48858696,-20.4572847
459,-61.24489962,-59.40528802,-57.83074462,-56.39550429,-55.00387305,-53.55947639,-51.93853326,-49.97159662,-47.4641254,-44.30771908,-40.66491952,-37.0071502,-33.81064775,-31.25046006,-29.26169189,-27.71563394,-26.49857906,-25.52573205,-24.73656659,-24.08799073,-23.5489443,-23.09664669,-22.71407854,-22.38829541,-22.10928706,-21.86919398,-21.66176,-21.48194339,-21.32563586,-21.18945638,-21.07059752,-20.96670952,-20.87581158,-20.79622317,-20.72651032,-20.66544312,-20.61196178,-20.56514932,-20.52420934,-20.48844791,-20.4572585
460,-61.24429889,-59.40257584,-57.82616196,-56.38874051,-54.99387622,-53.5440098,-51.91359299,-49.93126174,-47.40234244,-44.22349418,-40.56777603,-36.91359064,-33.73194454,-31.18832173,-29.21336367,-27.6778298,-26.4686403,-25.50170743,-24.71705498,-24.07198138,-23.53569768,-23.08561229,-22.70483926,-22.38052987,-22.10274375,-21.86367321,-21.6571012,-21.47801592,-21.32233234,-21.18668769,-21.06828907,-20.96479845,-20.87424451,-20.79495453,-20.72550099,-20.66465935,-20.61137433,-20.56473278,-20.52394155,-20.48830947,-20.45723241
461,-61.24369556,-59.39985083,-57.82155145,-56.38192061,-54.98376893,-53.52833367,-51.88828153,-49.89034428,-47.33981903,-44.1386264,-40.47042762,-36.82031258,-33.65372246,-31.126636,-29.16539579,-27.64029937,-26.43890835,-25.47784056,-24.69766535,-24.05606769,-23.52252707,-23.07463897,-22.69564953,-22.37280484,-22.09623375,-21.85817996,-21.6524652,-21.47410738,-21.31904452,-21.18393198,-21.06599135,-20.96289617,-20.87268459,-20.79369163,-20.72449619,-20.66387908,-20.6107895,-20.56431809,-20.52367494,-20.48817164,-20.45720644
462,-61.24308957,-59.39711273,-57.81691251,-56.37504341,-54.97354895,-53.51244411,-51.86259296,-49.84883775,-47.27655316,-44.05312428,-40.37289064,-36.72732724,-33.57598323,-31.06540048,-29.11778532,-27.60304021,-26.40938136,-25.45413004,-24.67839666,-24.0402489,-23.50943189,-23.06372628,-22.68650901,-22.36512005,-22.08975684,-21.85271406,-21.64785186,-21.47021763,-21.31577228,-21.18118919,-21.06370427,-20.96100262,-20.87113177,-20.79243445,-20.72349592,-20.66310229,-20.61020726,-20.56390523,-20.52340951,-20.48803442,-20.45718058
463,-61.24248086,-59.39436126,-57.81224452,-56.36810769,-54.96321399,-53.49633712,-51.83652132,-49.80673573,-47.21254302,-43.96699671,-40.27518149,-36.63464555,-33.49872835,-31.00461271,-29.0705293,-27.56604985,-26.38005746,-25.43057451,-24.6592479,-24.02452423,-23.49641154,-23.05287377,-22.67741732,-22.3574752,-22.08331281,-21.84727531,-21.64326103,-21.46634656,-21.31251554,-21.17845923,-21.06142778,-20.95911776,-20.86958602,-20.79118295,-20.72250013,-20.66232898,-20.60962762,-20.56349421,-20.52314524,-20.4878978,-20.45715483
464,-61.24186938,-59.39159613,-57.80754688,-56.36111223,-54.95276173,-53.48000869,-51.81006062,-49.76403185,-47.1477871,-43.88025289,-40.17731657,-36.54227812,-33.4219591,-30.94427017,-29.0236248,-27.52932589,-26.35093484,-25.40717261,-24.64021806,-24.00889293,-23.48346545,-23.04208098,-22.66837413,-22.34987003,-22.07690142,-21.84186355,-21.63869256,-21.46249405,-21.3092742,-21.17574203,-21.05916181,-20.95724153,-20.86804729,-20.78993709,-20.7215088,-20.66155911,-20.60905054,-20.56308499,-20.52288214,-20.48776178,-20.4571292
