-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5
-61.522937021940436,-61.50054386035909,-61.5000129067211,-61.500000306325425,-61.50000000727129,-61.50000000017265,-61.50000000000411,-61.50000000000011,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.49999999999998,-61.49999999999905,-61.49999999996256,-61.4999999985335,-61.49999994258703,-61.49999775301214,-61.49991208535297,-61.496561666728724,-61.366170728008086,-57.002678426865316
-61.543244914868836,-61.5015422721667,-61.500048884198044,-61.500001451692185,-61.500000041372715,-61.500000001146184,-61.500000000031115,-61.50000000000084,-61.50000000000002,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.49999999999999,-61.49999999999973,-61.49999999999046,-61.4999999996627,-61.49999998822617,-61.499999594958446,-61.49998632435538,-61.49954972321035,-61.485698731163545,-61.07597878477751,-52.74538059648697
-61.561236800232756,-61.502918254799184,-61.50011578520541,-61.50000412974557,-61.50000013739127,-61.500000004351655,-61.500000000132886,-61.50000000000395,-61.50000000000012,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.49999999999996,-61.499999999998415,-61.499999999948,-61.499999998325265,-61.49999994717494,-61.49999837590196,-61.499951666412706,-61.49862185899708,-61.46299248927285,-60.6148779020628,-48.64363822060419
-61.57718802933532,-61.504605514698014,-61.50021952124463,-61.5000091414288,-61.50000034774483,-61.500000012395475,-61.50000000042068,-61.50000000001375,-61.50000000000045,-61.500000000000014,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.49999999999999,-61.49999999999978,-61.49999999999323,-61.49999999979448,-61.49999999391162,-61.49999982463123,-61.49999511908391,-61.499869869470295,-61.49671795183079,-61.42333303632039,-59.96647465578491,-44.53129949404067
-61.591340759310455,-61.50654702510331,-61.50036437997771,-61.500017351650904,-61.50000074288547,-61.50000002943168,-61.50000000109898,-61.50000000003917,-61.50000000000136,-61.50000000000005,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.49999999999998,-61.49999999999919,-61.499999999976644,-61.49999999934028,-61.499999981891776,-61.499999519563275,-61.49998776743539,-61.49970399616692,-61.49328557687181,-61.360611824272006,-59.11030139841309,-40.223307006728234
-61.60390797480612,-61.50869379541099,-61.50055329703985,-61.50002965451222,-61.50000141115077,-61.50000006151327,-61.5000000025062,-61.500000000096776,-61.50000000000359,-61.500000000000135,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.499999999999915,-61.49999999999746,-61.49999999993099,-61.49999999817474,-61.49999995328422,-61.49999884982098,-61.49997296760391,-61.499399651710476,-61.487577045689385,-61.2666281097107,-58.00188876547424,-35.31610344336945
-61.61507702230429,-61.51100380392604,-61.50078808848417,-61.500046945737935,-61.5000024579767,-61.50000011690857,-61.50000000516087,-61.50000000021462,-61.50000000000851,-61.50000000000033,-61.500000000000014,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.49999999999999,-61.49999999999974,-61.49999999999293,-61.49999999981861,-61.499999995485915,-61.49999989166651,-61.49999750831955,-61.499945505744044,-61.49887802743552,-61.478543165698014,-61.129140682135045,-56.55538771744246,-29.1528479750316
-61.62501271588389,-61.51344107162142,-61.50106964924038,-61.50007010114701,-61.500004004645504,-61.50000020637381,-61.500000009812204,-61.500000000437225,-61.50000000001849,-61.500000000000746,-61.500000000000036,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.49999999999998,-61.4999999999993,-61.49999999998214,-61.4999999995653,-61.49999998977636,-61.499999768776966,-61.499995002549085,-61.49989757669358,-61.498028396111884,-61.46480250404618,-60.93497354704102,-54.79743670467953,-23.460828976359895
-61.633860066214346,-61.51597485777386,-61.50139812225501,-61.50009996016398,-61.500006186712554,-61.50000034337651,-61.50000001749362,-61.50000000083152,-61.50000000003734,-61.500000000001606,-61.50000000000007,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.499999999999936,-61.499999999998266,-61.49999999995823,-61.499999999033456,-61.499999978434815,-61.49999953836064,-61.499990577758524,-61.49981803142452,-61.4967058329652,-61.4448320017825,-60.678427960626145,-52.95065604415229,-21.16894288447656
-61.641746678361,-61.51857896109788,-61.50177304231933,-61.50013731347772,-61.500009152212215,-61.5000005442653,-61.5000000295777,-61.50000000149384,-61.50000000007101,-61.50000000000322,-61.50000000000015,-61.50000000000001,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.49999999999999,-61.49999999999984,-61.499999999996,-61.49999999990848,-61.49999999798066,-61.499999957115705,-61.49999912790983,-61.49998312414719,-61.499691628823015,-61.49473052067036,-61.41704468469883,-60.35779813891835,-51.11938973611401,-20.663477559935657
-61.6487848585361,-61.521231112301244,-61.502193458150096,-61.500182894209715,-61.50001305976096,-61.50000082838993,-61.50000004783172,-61.5000000025579,-61.50000000012834,-61.50000000000611,-61.500000000000284,-61.500000000000014,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.499999999999986,-61.49999999999962,-61.49999999999133,-61.4999999998103,-61.49999999599819,-61.499999918878814,-61.49999842811851,-61.499971071549346,-61.4994983556694,-61.491888498824395,-61.37983206006167,-59.97317651733043,-49.32311633895584,-20.5997112332359
-61.65507346506153,-61.523912445960114,-61.50265803567928,-61.500237371883934,-61.50001807660256,-61.500001218169054,-61.50000007447211,-61.50000000420371,-61.50000000022199,-61.50000000001109,-61.500000000000526,-61.50000000000003,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.499999999999964,-61.49999999999918,-61.49999999998214,-61.49999999962517,-61.499999992422744,-61.49999985303338,-61.4999972797925,-61.499952271453594,-61.499212757443274,-61.48793144729426,-61.33155106436904,-59.52494745160349,-47.55650831527233,-20.624112739399415
-61.660699534594954,-61.52660704127364,-61.5031651452136,-61.50030134872306,-61.5000243766649,-61.50000173911018,-61.50000011221698,-61.50000000666735,-61.50000000036967,-61.50000000001933,-61.50000000000096,-61.50000000000005,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.49999999999992,-61.499999999998316,-61.49999999996478,-61.49999999928975,-61.499999986213815,-61.49999974363203,-61.49999545805728,-61.499923867535166,-61.49880327515195,-61.48257583236456,-61.270506537016956,-59.01339981997314,-45.809712764435226,-20.668707216049953
-61.665739710902635,-61.52930152267971,-61.50371293472563,-61.5003753578191,-61.50003213866858,-61.50000241978509,-61.50000016433578,-61.500000010251384,-61.50000000059541,-61.50000000003254,-61.500000000001684,-61.500000000000085,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.5,-61.49999999999999,-61.499999999999844,-61.49999999999668,-61.49999999993322,-61.49999999870311,-61.49999997578777,-61.499999567556706,-61.49999265368272,-61.499882154469354,-61.49823155873416,-61.47550112602869,-61.19492753790168,-58.43849024510719,-44.07213887730186,-20.72156204963679
