# time start,time end,pretraining best loss,pretraining best loss epoch,training best loss,training best loss epoch,accuracy,residual 1,residual 2,residual 3,residual 4
1615805909951,1615860977699,7.921606752056102277e-09,169691,1.651375807480354136e-08,1927602,4.628983346651242556e-06,3.213070313948868206e-10,5.469672607839621001e-10,9.342779585554470780e-11,1.647661170869620557e-08
