,number,value,datetime_start,datetime_complete,duration,params_n_hidden_layers,params_n_neurons_per_layer,state
209,209,3.510694783516803e-05,2021-03-13 11:57:09.991977,2021-03-13 12:40:05.190840,0 days 00:42:55.198863,1,30,COMPLETE
210,210,,2021-03-13 12:40:05.257132,,,1,31,RUNNING
211,211,0.0002126789647834271,2021-03-13 19:31:22.398119,2021-03-14 12:16:44.940756,0 days 16:45:22.542637,1,32,COMPLETE
212,212,9.369460814191318e-06,2021-03-13 22:03:50.431934,2021-03-14 11:38:07.100484,0 days 13:34:16.668550,1,32,COMPLETE
213,213,7.343909641077398e-06,2021-03-13 22:14:57.870888,2021-03-14 02:42:20.903383,0 days 04:27:23.032495,2,32,COMPLETE
214,214,9.216409638785823e-06,2021-03-13 22:23:18.197339,2021-03-14 03:34:21.312803,0 days 05:11:03.115464,2,32,COMPLETE
215,215,1.2291217417504769e-05,2021-03-13 22:28:31.163743,2021-03-14 00:23:53.453146,0 days 01:55:22.289403,2,32,COMPLETE
216,216,8.086097366750049e-06,2021-03-13 22:31:01.533600,2021-03-14 05:29:36.206499,0 days 06:58:34.672899,2,32,COMPLETE
217,217,1.810920088704701e-05,2021-03-13 22:31:24.538656,2021-03-13 23:32:09.527738,0 days 01:00:44.989082,2,32,COMPLETE
218,218,7.753254934135442e-06,2021-03-13 22:32:14.765411,2021-03-14 03:43:56.930414,0 days 05:11:42.165003,2,32,COMPLETE
219,219,8.917490337457572e-06,2021-03-13 22:34:41.120586,2021-03-13 23:55:05.831585,0 days 01:20:24.710999,2,32,COMPLETE
220,220,1.633278215587981e-05,2021-03-13 22:34:54.899359,2021-03-13 23:17:52.202734,0 days 00:42:57.303375,2,32,COMPLETE
221,221,1.701268371757852e-05,2021-03-13 22:36:11.983580,2021-03-14 00:22:25.700561,0 days 01:46:13.716981,2,32,COMPLETE
222,222,1.0279265818997384e-05,2021-03-13 22:43:22.168931,2021-03-14 02:32:32.778427,0 days 03:49:10.609496,2,32,COMPLETE
223,223,1.3720928300289839e-05,2021-03-13 22:45:13.554711,2021-03-14 04:45:33.204436,0 days 06:00:19.649725,2,32,COMPLETE
224,224,6.929147811791557e-06,2021-03-13 22:46:18.820250,2021-03-14 01:28:53.333686,0 days 02:42:34.513436,2,32,COMPLETE
225,225,1.0201374657227583e-05,2021-03-13 22:46:19.290553,2021-03-14 02:30:53.822462,0 days 03:44:34.531909,2,33,COMPLETE
226,226,1.1162121129024961e-05,2021-03-13 22:48:06.291304,2021-03-14 02:03:23.478760,0 days 03:15:17.187456,2,33,COMPLETE
227,227,1.1414369135682475e-05,2021-03-13 22:50:04.160036,2021-03-14 02:48:44.782482,0 days 03:58:40.622446,2,32,COMPLETE
228,228,1.4011707998286781e-05,2021-03-13 22:50:20.714769,2021-03-14 00:17:02.771458,0 days 01:26:42.056689,2,32,COMPLETE
229,229,8.94418977213649e-06,2021-03-13 22:50:41.149802,2021-03-14 00:46:14.837492,0 days 01:55:33.687690,2,32,COMPLETE
230,230,1.2733677337491298e-05,2021-03-13 22:51:47.214104,2021-03-14 00:42:51.786986,0 days 01:51:04.572882,2,33,COMPLETE
231,231,4.702665225150043e-06,2021-03-13 23:00:37.991989,2021-03-14 03:11:29.377355,0 days 04:10:51.385366,2,32,COMPLETE
232,232,1.1549434509355976e-05,2021-03-13 23:00:39.256988,2021-03-14 00:57:07.955867,0 days 01:56:28.698879,2,32,COMPLETE
233,233,9.701041255981845e-06,2021-03-13 23:01:35.172202,2021-03-14 00:34:26.795625,0 days 01:32:51.623423,2,32,COMPLETE
234,234,7.915874109628109e-06,2021-03-13 23:04:16.534562,2021-03-14 02:27:37.207152,0 days 03:23:20.672590,2,32,COMPLETE
235,235,1.1646963847029558e-05,2021-03-13 23:09:41.216599,2021-03-14 02:48:46.870797,0 days 03:39:05.654198,2,32,COMPLETE
236,236,6.77933507485579e-06,2021-03-13 23:15:07.250738,2021-03-14 03:21:52.842061,0 days 04:06:45.591323,2,32,COMPLETE
237,237,1.3437358980855555e-05,2021-03-13 23:16:24.127850,2021-03-14 00:59:05.898774,0 days 01:42:41.770924,2,32,COMPLETE
238,238,1.0287623367283468e-05,2021-03-13 23:17:52.316140,2021-03-14 03:28:21.993130,0 days 04:10:29.676990,2,32,COMPLETE
239,239,8.875825925494445e-06,2021-03-13 23:18:48.321891,2021-03-14 01:40:15.258209,0 days 02:21:26.936318,2,32,COMPLETE
240,240,1.1486064146554655e-05,2021-03-13 23:32:09.681007,2021-03-14 02:09:21.609042,0 days 02:37:11.928035,2,33,COMPLETE
241,241,6.8179326569863574e-06,2021-03-13 23:55:05.901968,2021-03-14 07:59:57.452716,0 days 08:04:51.550748,2,32,COMPLETE
242,242,8.11221651575448e-06,2021-03-13 23:57:33.656914,2021-03-14 05:11:55.285124,0 days 05:14:21.628210,2,32,COMPLETE
243,243,1.1755239663278784e-05,2021-03-14 00:00:09.700846,2021-03-14 01:50:04.129927,0 days 01:49:54.429081,2,32,COMPLETE
244,244,1.4415151265501173e-05,2021-03-14 00:01:58.406786,2021-03-14 01:47:19.046098,0 days 01:45:20.639312,2,32,COMPLETE
245,245,6.285867450093957e-06,2021-03-14 00:07:00.540003,2021-03-14 02:12:07.966119,0 days 02:05:07.426116,2,32,COMPLETE
246,246,7.786414406811744e-06,2021-03-14 00:16:20.907003,2021-03-14 02:44:36.078474,0 days 02:28:15.171471,2,32,COMPLETE
247,247,1.1571387311881041e-05,2021-03-14 00:17:02.890085,2021-03-14 02:18:50.686981,0 days 02:01:47.796896,2,32,COMPLETE
248,248,6.454687341148952e-06,2021-03-14 00:18:38.997145,2021-03-14 06:19:06.952736,0 days 06:00:27.955591,2,32,COMPLETE
249,249,6.594593312985782e-06,2021-03-14 00:22:25.835669,2021-03-14 03:36:38.095635,0 days 03:14:12.259966,2,32,COMPLETE
250,250,1.3582340824151409e-05,2021-03-14 00:23:53.507208,2021-03-14 04:56:33.926731,0 days 04:32:40.419523,2,34,COMPLETE
251,251,7.808597252938412e-06,2021-03-14 00:34:26.876173,2021-03-14 09:51:47.384871,0 days 09:17:20.508698,2,32,COMPLETE
252,252,5.768364752896633e-06,2021-03-14 00:42:51.893781,2021-03-14 07:19:38.559482,0 days 06:36:46.665701,2,32,COMPLETE
253,253,8.048719839037515e-06,2021-03-14 00:46:14.991768,2021-03-14 04:12:15.546647,0 days 03:26:00.554879,2,32,COMPLETE
254,254,1.2654924759385255e-05,2021-03-14 00:47:18.109165,2021-03-14 02:11:38.225178,0 days 01:24:20.116013,2,32,COMPLETE
255,255,8.320914865854526e-06,2021-03-14 00:57:08.074947,2021-03-14 08:10:09.868088,0 days 07:13:01.793141,2,32,COMPLETE
256,256,5.81383386796839e-06,2021-03-14 00:59:06.983753,2021-03-14 04:51:37.692139,0 days 03:52:30.708386,2,32,COMPLETE
257,257,1.6796644136371252e-05,2021-03-14 01:18:45.158285,2021-03-14 02:39:15.429834,0 days 01:20:30.271549,2,32,COMPLETE
258,258,1.1634414606078266e-05,2021-03-14 01:28:53.460234,2021-03-14 04:31:15.821692,0 days 03:02:22.361458,2,33,COMPLETE
259,259,6.778799038846775e-06,2021-03-14 01:40:16.357436,2021-03-14 07:10:41.571726,0 days 05:30:25.214290,2,32,COMPLETE
260,260,6.722223850157335e-06,2021-03-14 01:47:21.031106,2021-03-14 07:00:32.756370,0 days 05:13:11.725264,2,33,COMPLETE
261,261,6.6664203068807855e-06,2021-03-14 01:50:04.215443,2021-03-14 09:30:07.717014,0 days 07:40:03.501571,3,35,COMPLETE
262,262,7.498154137333812e-06,2021-03-14 02:03:25.096064,2021-03-14 07:44:59.087992,0 days 05:41:33.991928,3,35,COMPLETE
263,263,8.794847529395356e-06,2021-03-14 02:09:23.332268,2021-03-14 06:55:14.360307,0 days 04:45:51.028039,3,35,COMPLETE
264,264,1.2943071664030378e-05,2021-03-14 02:11:38.309245,2021-03-14 06:53:10.932710,0 days 04:41:32.623465,3,34,COMPLETE
265,265,8.390713333792001e-06,2021-03-14 02:12:08.041849,2021-03-14 08:56:39.276422,0 days 06:44:31.234573,3,34,COMPLETE
266,266,9.040241161375673e-06,2021-03-14 02:17:54.268175,2021-03-14 07:33:07.668452,0 days 05:15:13.400277,3,33,COMPLETE
267,267,5.063360476335357e-06,2021-03-14 02:18:50.752716,2021-03-14 06:29:49.453638,0 days 04:10:58.700922,3,35,COMPLETE
268,268,1.128416537339752e-05,2021-03-14 02:22:27.368914,2021-03-14 14:13:02.434913,0 days 11:50:35.065999,3,35,COMPLETE
269,269,1.0374759915105328e-05,2021-03-14 02:27:37.455270,2021-03-14 07:05:20.294791,0 days 04:37:42.839521,3,35,COMPLETE
270,270,9.650825474134166e-06,2021-03-14 02:28:43.203960,2021-03-14 15:35:09.023371,0 days 13:06:25.819411,3,35,COMPLETE
271,271,1.0179465262788701e-05,2021-03-14 02:30:56.284089,2021-03-14 10:55:28.136452,0 days 08:24:31.852363,3,35,COMPLETE
272,272,1.4221751809477632e-05,2021-03-14 02:32:32.872099,2021-03-14 07:39:22.684764,0 days 05:06:49.812665,3,35,COMPLETE
273,273,7.721129545654475e-06,2021-03-14 02:39:15.517069,2021-03-14 12:21:39.227808,0 days 09:42:23.710739,3,33,COMPLETE
274,274,7.462056584012393e-06,2021-03-14 02:42:21.014725,2021-03-14 06:33:28.636680,0 days 03:51:07.621955,3,34,COMPLETE
275,275,1.1784693709492603e-05,2021-03-14 02:44:38.415521,2021-03-14 07:01:22.975574,0 days 04:16:44.560053,3,35,COMPLETE
276,276,9.892556937736248e-06,2021-03-14 02:48:44.910736,2021-03-14 06:51:00.020077,0 days 04:02:15.109341,3,34,COMPLETE
277,277,5.765196810802625e-06,2021-03-14 02:48:48.603527,2021-03-14 07:22:22.964399,0 days 04:33:34.360872,3,34,COMPLETE
278,278,7.858187702253578e-06,2021-03-14 02:55:58.480574,2021-03-14 17:47:21.059003,0 days 14:51:22.578429,3,35,COMPLETE
279,279,8.521885096019395e-06,2021-03-14 03:11:29.451490,2021-03-14 07:42:12.326759,0 days 04:30:42.875269,3,34,COMPLETE
280,280,7.264425609546937e-06,2021-03-14 03:17:56.750100,2021-03-14 11:14:32.092651,0 days 07:56:35.342551,3,34,COMPLETE
281,281,6.520409189103555e-06,2021-03-14 03:21:54.502961,2021-03-14 11:23:05.482529,0 days 08:01:10.979568,3,35,COMPLETE
282,282,9.94663849551859e-06,2021-03-14 03:28:22.995375,2021-03-14 07:28:58.681106,0 days 04:00:35.685731,3,35,COMPLETE
283,283,9.80408962536152e-06,2021-03-14 03:30:12.777107,2021-03-14 13:40:49.212101,0 days 10:10:36.434994,3,35,COMPLETE
284,284,6.801155288507223e-06,2021-03-14 03:34:22.242510,2021-03-14 07:23:16.419894,0 days 03:48:54.177384,3,35,COMPLETE
285,285,1.5407259259326457e-05,2021-03-14 03:36:38.359685,2021-03-14 07:40:14.612581,0 days 04:03:36.252896,3,35,COMPLETE
286,286,7.818282850294334e-06,2021-03-14 03:43:57.542219,2021-03-14 08:48:31.340262,0 days 05:04:33.798043,3,35,COMPLETE
287,287,9.41863823873116e-06,2021-03-14 04:12:16.295873,2021-03-14 06:30:20.375658,0 days 02:18:04.079785,3,35,COMPLETE
288,288,2.7401431981055392e-05,2021-03-14 04:12:49.322299,2021-03-14 05:46:41.184279,0 days 01:33:51.861980,3,34,COMPLETE
289,289,7.977667596752944e-06,2021-03-14 04:31:16.561575,2021-03-14 11:01:31.717917,0 days 06:30:15.156342,3,35,COMPLETE
290,290,2.2860766275459553e-05,2021-03-14 04:42:46.199925,2021-03-14 08:08:42.405684,0 days 03:25:56.205759,3,35,COMPLETE
291,291,8.09978966724333e-06,2021-03-14 04:45:35.242234,2021-03-14 10:44:21.225206,0 days 05:58:45.982972,3,35,COMPLETE
292,292,9.635071344498479e-06,2021-03-14 04:51:39.757167,2021-03-14 08:55:45.676018,0 days 04:04:05.918851,3,35,COMPLETE
293,293,6.554909430974791e-06,2021-03-14 04:56:35.258143,2021-03-14 11:10:32.317917,0 days 06:13:57.059774,3,34,COMPLETE
294,294,7.30504877286737e-06,2021-03-14 05:11:55.382748,2021-03-14 13:08:47.676724,0 days 07:56:52.293976,3,35,COMPLETE
295,295,7.703271241242629e-06,2021-03-14 05:29:38.191722,2021-03-14 10:03:56.561490,0 days 04:34:18.369768,3,34,COMPLETE
296,296,7.324527709549749e-06,2021-03-14 05:46:41.593218,2021-03-14 21:19:05.907210,0 days 15:32:24.313992,3,34,COMPLETE
297,297,9.81814124616587e-06,2021-03-14 06:19:07.016333,2021-03-14 15:07:37.416392,0 days 08:48:30.400059,3,35,COMPLETE
298,298,6.28609201133158e-06,2021-03-14 06:20:33.130544,2021-03-14 17:09:13.922146,0 days 10:48:40.791602,3,35,COMPLETE
299,299,5.358095255391479e-06,2021-03-14 06:29:49.522448,2021-03-14 12:53:20.915046,0 days 06:23:31.392598,3,35,COMPLETE
300,300,9.14379994549299e-06,2021-03-14 06:30:20.500833,2021-03-14 09:17:06.341040,0 days 02:46:45.840207,3,36,COMPLETE
301,301,8.971503940182458e-06,2021-03-14 06:33:28.681400,2021-03-14 10:16:40.607876,0 days 03:43:11.926476,3,35,COMPLETE
302,302,7.5782338028032466e-06,2021-03-14 06:51:00.072715,2021-03-14 10:24:10.917902,0 days 03:33:10.845187,3,36,COMPLETE
303,303,8.661449576847922e-06,2021-03-14 06:53:11.019475,2021-03-14 12:37:33.477362,0 days 05:44:22.457887,3,36,COMPLETE
304,304,1.0636334589645123e-05,2021-03-14 06:55:15.197038,2021-03-14 10:07:27.161445,0 days 03:12:11.964407,3,35,COMPLETE
305,305,5.2915756524633995e-06,2021-03-14 07:00:32.901405,2021-03-14 12:19:53.726772,0 days 05:19:20.825367,3,36,COMPLETE
306,306,1.1351233451823294e-05,2021-03-14 07:01:23.089650,2021-03-14 09:56:12.679165,0 days 02:54:49.589515,3,36,COMPLETE
307,307,1.0388259362745803e-05,2021-03-14 07:05:20.374626,2021-03-14 15:20:34.171168,0 days 08:15:13.796542,3,36,COMPLETE
308,308,5.579101212231589e-06,2021-03-14 07:10:41.620627,2021-03-14 13:25:29.052399,0 days 06:14:47.431772,3,36,COMPLETE
309,309,7.73003346334065e-06,2021-03-14 07:19:38.677866,2021-03-14 11:48:03.683978,0 days 04:28:25.006112,3,34,COMPLETE
310,310,6.581884194015755e-06,2021-03-14 07:19:48.050319,2021-03-14 17:18:47.655660,0 days 09:58:59.605341,3,36,COMPLETE
311,311,8.336214602927198e-06,2021-03-14 07:22:23.233479,2021-03-14 09:35:56.340256,0 days 02:13:33.106777,3,36,COMPLETE
312,312,8.435691933111485e-06,2021-03-14 07:23:16.725604,2021-03-14 12:14:06.285261,0 days 04:50:49.559657,3,36,COMPLETE
313,313,0.22854146103512266,2021-03-14 07:28:58.803465,2021-03-14 10:53:08.970907,0 days 03:24:10.167442,4,36,COMPLETE
314,314,9.331444092144785e-06,2021-03-14 07:33:07.766580,2021-03-14 19:11:24.880431,0 days 11:38:17.113851,4,36,COMPLETE
315,315,8.998739230594975e-06,2021-03-14 07:39:23.116986,2021-03-14 14:45:27.322780,0 days 07:06:04.205794,3,34,COMPLETE
316,316,7.374569776503849e-06,2021-03-14 07:40:15.005933,2021-03-14 14:38:19.437327,0 days 06:58:04.431394,4,36,COMPLETE
317,317,7.642804679027096e-06,2021-03-14 07:42:12.409325,2021-03-14 16:27:29.348506,0 days 08:45:16.939181,4,36,COMPLETE
318,318,9.002255501467717e-06,2021-03-14 07:44:59.222180,2021-03-14 11:50:07.117707,0 days 04:05:07.895527,4,36,COMPLETE
319,319,1.2902876452144577e-05,2021-03-14 07:59:57.546237,2021-03-14 11:03:39.443370,0 days 03:03:41.897133,4,36,COMPLETE
320,320,8.963665684409399e-06,2021-03-14 08:08:44.505526,2021-03-14 14:15:44.274159,0 days 06:06:59.768633,4,34,COMPLETE
321,321,1.2875277062165993e-05,2021-03-14 08:10:12.609752,2021-03-14 13:56:27.391275,0 days 05:46:14.781523,4,37,COMPLETE
322,322,6.842131651679553e-06,2021-03-14 08:48:32.081157,2021-03-14 18:38:49.062840,0 days 09:50:16.981683,4,36,COMPLETE
323,323,4.920717608470592e-06,2021-03-14 08:55:45.757955,2021-03-14 16:05:19.573529,0 days 07:09:33.815574,4,36,COMPLETE
324,324,1.0512679297868022e-05,2021-03-14 08:56:41.340029,2021-03-14 14:55:43.424850,0 days 05:59:02.084821,4,36,COMPLETE
325,325,5.667151788542319e-06,2021-03-14 09:17:06.447125,2021-03-14 17:13:13.953127,0 days 07:56:07.506002,4,36,COMPLETE
326,326,1.0401003529131286e-05,2021-03-14 09:30:09.403857,2021-03-14 17:16:26.447253,0 days 07:46:17.043396,4,37,COMPLETE
327,327,6.840934325478043e-06,2021-03-14 09:35:56.449855,2021-03-14 15:46:37.100889,0 days 06:10:40.651034,4,36,COMPLETE
328,328,1.250817127003507e-05,2021-03-14 09:51:49.112779,2021-03-14 13:19:55.782156,0 days 03:28:06.669377,4,36,COMPLETE
329,329,1.1657240072473743e-05,2021-03-14 09:56:12.755801,2021-03-14 13:19:47.261694,0 days 03:23:34.505893,4,37,COMPLETE
330,330,1.0743371975580255e-05,2021-03-14 10:03:59.218540,2021-03-14 14:32:05.978892,0 days 04:28:06.760352,4,33,COMPLETE
331,331,8.256608436319197e-06,2021-03-14 10:07:27.720116,2021-03-14 17:13:12.707034,0 days 07:05:44.986918,4,33,COMPLETE
332,332,6.626602783195347e-06,2021-03-14 10:16:41.694251,2021-03-14 19:44:44.320364,0 days 09:28:02.626113,4,34,COMPLETE
333,333,8.796991560789512e-06,2021-03-14 10:24:11.565121,2021-03-14 15:52:26.363386,0 days 05:28:14.798265,4,37,COMPLETE
334,334,5.34886533199364e-06,2021-03-14 10:44:21.342387,2021-03-14 18:44:41.497721,0 days 08:00:20.155334,4,33,COMPLETE
335,335,8.142377490144896e-06,2021-03-14 10:53:10.347537,2021-03-14 17:57:35.282899,0 days 07:04:24.935362,4,37,COMPLETE
336,336,1.0907267871949271e-05,2021-03-14 10:55:30.597538,2021-03-14 18:04:44.387343,0 days 07:09:13.789805,4,37,COMPLETE
337,337,1.1082294859581277e-05,2021-03-14 11:01:33.222568,2021-03-14 17:39:53.050937,0 days 06:38:19.828369,4,37,COMPLETE
338,338,8.089582273496487e-06,2021-03-14 11:03:39.562159,2021-03-14 16:31:03.516624,0 days 05:27:23.954465,4,37,COMPLETE
339,339,7.052811147327735e-06,2021-03-14 11:10:35.023866,2021-03-14 18:46:08.158807,0 days 07:35:33.134941,4,37,COMPLETE
340,340,6.914525768438313e-06,2021-03-14 11:14:33.806182,2021-03-14 20:45:08.629061,0 days 09:30:34.822879,4,37,COMPLETE
341,341,1.1912534746762547e-05,2021-03-14 11:23:05.540184,2021-03-14 16:24:25.289430,0 days 05:01:19.749246,4,37,COMPLETE
342,342,9.317179331708892e-06,2021-03-14 11:38:07.259072,2021-03-14 18:05:26.950375,0 days 06:27:19.691303,4,34,COMPLETE
343,343,7.63662474349758e-06,2021-03-14 11:48:03.742564,2021-03-14 17:47:16.862128,0 days 05:59:13.119564,4,37,COMPLETE
344,344,5.131345695927848e-06,2021-03-14 11:50:07.180842,2021-03-14 19:33:17.221544,0 days 07:43:10.040702,4,37,COMPLETE
345,345,9.08072060269402e-06,2021-03-14 12:14:06.352260,2021-03-14 17:59:59.129264,0 days 05:45:52.777004,3,37,COMPLETE
346,346,1.4630181783502599e-05,2021-03-14 12:16:45.087320,2021-03-14 18:08:59.344929,0 days 05:52:14.257609,4,37,COMPLETE
347,347,1.2174591237296904e-05,2021-03-14 12:19:53.808886,2021-03-14 17:30:25.353103,0 days 05:10:31.544217,4,33,COMPLETE
348,348,7.229563640529165e-06,2021-03-14 12:21:39.370686,2021-03-15 03:14:04.494321,0 days 14:52:25.123635,4,34,COMPLETE
349,349,6.794570537616389e-06,2021-03-14 12:37:33.600417,2021-03-14 21:33:47.327335,0 days 08:56:13.726918,4,37,COMPLETE
350,350,1.795888074481115e-05,2021-03-14 12:53:21.142660,2021-03-14 16:28:20.972560,0 days 03:34:59.829900,4,33,COMPLETE
351,351,1.248985004871e-05,2021-03-14 13:08:47.790985,2021-03-14 18:59:17.080739,0 days 05:50:29.289754,4,37,COMPLETE
352,352,1.0861109307408433e-05,2021-03-14 13:19:55.868432,2021-03-14 17:45:53.063548,0 days 04:25:57.195116,4,37,COMPLETE
353,353,1.0221820371188386e-05,2021-03-14 13:25:29.153545,2021-03-14 17:33:54.429206,0 days 04:08:25.275661,4,37,COMPLETE
354,354,8.072109527215017e-06,2021-03-14 13:40:49.354670,2021-03-15 01:26:32.429077,0 days 11:45:43.074407,4,34,COMPLETE
355,355,1.0049943465103207e-05,2021-03-14 13:41:37.782047,2021-03-14 22:49:21.455062,0 days 09:07:43.673015,4,37,COMPLETE
356,356,,2021-03-14 13:56:27.464866,,,4,37,RUNNING
357,357,,2021-03-14 14:13:02.573435,,,4,34,RUNNING
358,358,8.503619344173493e-06,2021-03-14 14:15:44.718955,2021-03-14 20:14:41.479198,0 days 05:58:56.760243,4,37,COMPLETE
359,359,1.4464208067327521e-05,2021-03-14 14:32:06.044470,2021-03-14 18:43:05.489063,0 days 04:10:59.444593,4,37,COMPLETE
360,360,9.369476637607156e-06,2021-03-14 14:38:19.503127,2021-03-14 21:52:59.401600,0 days 07:14:39.898473,5,37,COMPLETE
361,361,8.191027267252426e-06,2021-03-14 14:45:27.395749,2021-03-14 19:29:45.998173,0 days 04:44:18.602424,4,37,COMPLETE
362,362,0.22854719672667761,2021-03-14 14:55:43.523090,2021-03-14 17:37:27.069100,0 days 02:41:43.546010,4,37,COMPLETE
363,363,,2021-03-14 15:07:37.507769,,,4,33,RUNNING
364,364,1.2428478807643274e-05,2021-03-14 15:20:34.259615,2021-03-14 19:44:30.912534,0 days 04:23:56.652919,4,33,COMPLETE
365,365,6.870939343465207e-06,2021-03-14 15:35:09.155815,2021-03-15 02:33:20.383698,0 days 10:58:11.227883,4,33,COMPLETE
366,366,0.00201574644091681,2021-03-14 15:46:37.185556,2021-03-14 22:41:42.217610,0 days 06:55:05.032054,4,37,COMPLETE
367,367,,2021-03-14 15:52:26.465949,,,5,38,RUNNING
368,368,7.657257095291834e-06,2021-03-14 16:05:19.764929,2021-03-15 00:18:29.723522,0 days 08:13:09.958593,5,33,COMPLETE
369,369,9.677739522882807e-06,2021-03-14 16:24:25.351495,2021-03-14 21:03:37.590877,0 days 04:39:12.239382,2,31,COMPLETE
370,370,,2021-03-14 16:27:29.937246,,,5,31,RUNNING
371,371,9.234584026075144e-06,2021-03-14 16:31:03.581739,2021-03-14 20:12:41.575924,0 days 03:41:37.994185,2,33,COMPLETE
372,372,,2021-03-14 17:09:14.039664,,,5,38,RUNNING
373,373,5.9655474954656e-06,2021-03-14 17:13:21.244865,2021-03-15 01:39:49.075683,0 days 08:26:27.830818,5,38,COMPLETE
374,374,1.2199400437722738e-05,2021-03-14 17:16:26.577714,2021-03-14 21:13:52.819506,0 days 03:57:26.241792,5,31,COMPLETE
375,375,1.3640951553380504e-05,2021-03-14 17:18:47.744561,2021-03-14 19:41:09.646968,0 days 02:22:21.902407,2,38,COMPLETE
376,376,9.629254574898858e-06,2021-03-14 17:33:54.519814,2021-03-14 20:57:12.830229,0 days 03:23:18.310415,5,39,COMPLETE
377,377,,2021-03-14 17:39:53.100844,,,6,38,RUNNING
378,378,1.0491620852135476e-05,2021-03-14 17:45:53.152733,2021-03-14 21:08:34.416751,0 days 03:22:41.264018,2,38,COMPLETE
379,379,7.313925468466075e-06,2021-03-14 17:47:16.903407,2021-03-15 03:44:40.299890,0 days 09:57:23.396483,2,31,COMPLETE
380,380,6.8761261270530545e-06,2021-03-14 17:47:21.232873,2021-03-15 02:01:01.259114,0 days 08:13:40.026241,5,39,COMPLETE
381,381,,2021-03-14 17:59:59.171842,,,5,31,RUNNING
382,382,9.704283845731356e-06,2021-03-14 18:04:44.466523,2021-03-15 01:03:47.930257,0 days 06:59:03.463734,5,31,COMPLETE
383,383,,2021-03-14 18:05:27.065853,,,5,31,RUNNING
384,384,8.440978568242669e-06,2021-03-14 18:08:59.426146,2021-03-14 22:03:32.190029,0 days 03:54:32.763883,2,39,COMPLETE
385,385,9.054981181040347e-06,2021-03-14 18:38:49.176605,2021-03-15 00:15:02.141081,0 days 05:36:12.964476,5,31,COMPLETE
386,386,9.132159772169446e-06,2021-03-14 18:43:05.545287,2021-03-14 22:27:20.450687,0 days 03:44:14.905400,2,31,COMPLETE
387,387,1.3501927838999782e-05,2021-03-14 18:44:41.571420,2021-03-14 20:39:51.954603,0 days 01:55:10.383183,2,39,COMPLETE
388,388,8.959290234166055e-06,2021-03-14 18:46:08.229679,2021-03-15 02:00:23.413126,0 days 07:14:15.183447,5,40,COMPLETE
389,389,6.8699630334220845e-06,2021-03-14 18:59:17.173884,2021-03-15 01:38:45.860036,0 days 06:39:28.686152,5,31,COMPLETE
390,390,7.3264106976309735e-06,2021-03-14 19:11:24.932324,2021-03-15 01:57:56.760561,0 days 06:46:31.828237,5,31,COMPLETE
391,391,,2021-03-14 19:29:46.100073,,,6,31,RUNNING
392,392,,2021-03-14 19:33:17.265152,,,2,31,RUNNING
393,393,,2021-03-14 19:41:09.741259,,,5,31,RUNNING
394,394,8.876840244334415e-06,2021-03-14 19:44:31.001645,2021-03-14 22:32:07.273853,0 days 02:47:36.272208,2,39,COMPLETE
395,395,6.773440676076543e-06,2021-03-14 19:44:44.385503,2021-03-15 01:45:33.459274,0 days 06:00:49.073771,5,34,COMPLETE
396,396,8.280670125694146e-06,2021-03-14 20:12:49.859185,2021-03-15 01:16:18.496645,0 days 05:03:28.637460,5,31,COMPLETE
397,397,,2021-03-14 20:14:41.560458,,,5,31,RUNNING
398,398,,2021-03-14 20:39:52.021454,,,5,31,RUNNING
399,399,0.22854138762071702,2021-03-14 20:45:08.681665,2021-03-15 01:32:48.330990,0 days 04:47:39.649325,5,31,COMPLETE
400,400,,2021-03-14 21:03:37.739660,,,5,31,RUNNING
401,401,,2021-03-14 21:19:06.031829,,,5,34,RUNNING
402,402,,2021-03-14 21:33:47.417105,,,3,31,RUNNING
403,403,7.767248430860504e-06,2021-03-14 22:03:32.231574,2021-03-15 03:27:27.551383,0 days 05:23:55.319809,5,31,COMPLETE
404,404,,2021-03-14 22:49:21.590139,,,6,34,RUNNING
405,405,,2021-03-15 00:15:02.232227,,,5,34,RUNNING
406,406,,2021-03-15 01:03:48.012173,,,5,34,RUNNING
407,407,,2021-03-15 01:16:18.641675,,,18,34,RUNNING
408,408,,2021-03-15 01:26:32.496125,,,12,34,RUNNING
409,409,,2021-03-15 01:32:48.418915,,,3,34,RUNNING
410,410,,2021-03-15 01:39:49.175349,,,12,34,RUNNING
411,411,,2021-03-15 01:57:56.885378,,,3,40,RUNNING
412,412,,2021-03-15 02:01:01.328838,,,6,34,RUNNING
413,413,,2021-03-15 02:33:20.599039,,,3,34,RUNNING
414,414,,2021-03-15 03:14:04.620975,,,6,34,RUNNING
415,415,,2021-03-15 03:27:27.652122,,,6,34,RUNNING
