,number,value,datetime_start,datetime_complete,duration,params_n_hidden_layers,params_n_neurons_per_layer,state
126,126,0.0005627510316978183,2020-08-26 00:47:50.472694,2020-08-26 00:48:52.979262,0 days 00:01:02.506568000,3,31,COMPLETE
127,127,0.02762454287871215,2020-08-26 00:48:54.960620,2020-08-26 00:50:04.819608,0 days 00:01:09.858988000,3,32,COMPLETE
128,128,0.0005659102761977495,2020-08-26 00:50:07.558052,2020-08-26 00:50:56.469745,0 days 00:00:48.911693000,2,29,COMPLETE
129,129,0.0004893597498867348,2020-08-26 00:50:57.082420,2020-08-26 00:51:47.609298,0 days 00:00:50.526878000,2,32,COMPLETE
130,130,0.0011525242138958089,2020-08-26 00:51:48.335082,2020-08-26 00:52:32.300450,0 days 00:00:43.965368000,2,32,COMPLETE
131,131,0.0013145124394132594,2020-08-26 00:52:33.656530,2020-08-26 00:53:24.818622,0 days 00:00:51.162092000,3,29,COMPLETE
132,132,0.000754699682894702,2020-08-26 00:53:26.439490,2020-08-26 00:54:13.458972,0 days 00:00:47.019482000,2,31,COMPLETE
133,133,0.0005649388267734507,2020-08-26 00:54:14.669172,2020-08-26 00:55:31.285563,0 days 00:01:16.616391000,3,28,COMPLETE
134,134,0.02915687045808844,2020-08-26 00:55:31.525540,2020-08-26 00:57:05.205688,0 days 00:01:33.680148000,4,30,COMPLETE
135,135,0.0003400986286151189,2020-08-26 00:57:05.584841,2020-08-26 00:58:33.241991,0 days 00:01:27.657150000,2,33,COMPLETE
136,136,0.0004919547042268768,2020-08-26 00:58:33.820942,2020-08-26 00:59:38.132426,0 days 00:01:04.311484000,2,33,COMPLETE
137,137,0.015289981626729562,2020-08-26 00:59:39.350261,2020-08-26 01:00:56.557169,0 days 00:01:17.206908000,2,33,COMPLETE
138,138,0.001354455021572059,2020-08-26 01:00:59.656189,2020-08-26 01:01:52.606586,0 days 00:00:52.950397000,1,36,COMPLETE
139,139,0.0013337260907719513,2020-08-26 01:01:55.928302,2020-08-26 01:02:39.312989,0 days 00:00:43.384687000,1,35,COMPLETE
140,140,0.0006743226521020737,2020-08-26 01:02:44.061463,2020-08-26 01:03:53.773949,0 days 00:01:09.712486000,3,33,COMPLETE
141,141,0.0006368877873822427,2020-08-26 01:03:56.641085,2020-08-26 01:04:49.821087,0 days 00:00:53.180002000,2,34,COMPLETE
142,142,0.0005736519854980726,2020-08-26 01:04:53.520025,2020-08-26 01:06:05.130541,0 days 00:01:11.610516000,2,32,COMPLETE
143,143,0.0004983411243706495,2020-08-26 01:06:11.992677,2020-08-26 01:07:05.723406,0 days 00:00:53.730729000,2,32,COMPLETE
144,144,0.00367670955151141,2020-08-26 01:07:11.363309,2020-08-26 01:11:05.574524,0 days 00:03:54.211215000,12,34,COMPLETE
145,145,0.0008688368556286367,2020-08-26 01:11:09.683514,2020-08-26 01:12:24.166497,0 days 00:01:14.482983000,3,33,COMPLETE
146,146,0.0033528416775177364,2020-08-26 01:12:27.638120,2020-08-26 01:13:22.235599,0 days 00:00:54.597479000,1,32,COMPLETE
147,147,0.0005315603840781553,2020-08-26 01:13:27.072100,2020-08-26 01:14:29.288379,0 days 00:01:02.216279000,2,35,COMPLETE
148,148,0.0014583677378962072,2020-08-26 01:14:32.533029,2020-08-26 01:15:38.738774,0 days 00:01:06.205745000,3,20,COMPLETE
149,149,0.0007526961831192623,2020-08-26 01:15:40.226967,2020-08-26 01:17:06.437943,0 days 00:01:26.210976000,4,31,COMPLETE
150,150,0.00033867339381654437,2020-08-26 01:17:08.080854,2020-08-26 01:18:01.156607,0 days 00:00:53.075753000,2,25,COMPLETE
151,151,0.0010453668382375836,2020-08-26 01:18:11.276663,2020-08-26 01:18:53.399156,0 days 00:00:42.122493000,2,25,COMPLETE
152,152,0.0008406046165525234,2020-08-26 01:19:05.594876,2020-08-26 01:19:52.642063,0 days 00:00:47.047187000,2,26,COMPLETE
153,153,0.0030593644686651143,2020-08-26 01:19:54.174894,2020-08-26 01:20:47.295147,0 days 00:00:53.120253000,3,23,COMPLETE
154,154,0.002384881431456997,2020-08-26 01:20:51.482263,2020-08-26 01:21:47.219219,0 days 00:00:55.736956000,1,27,COMPLETE
155,155,0.0005151223040766067,2020-08-26 01:21:52.896114,2020-08-26 01:22:48.256334,0 days 00:00:55.360220000,2,25,COMPLETE
156,156,0.0006956342655527353,2020-08-26 01:22:56.732778,2020-08-26 01:24:00.424474,0 days 00:01:03.691696000,4,22,COMPLETE
157,157,0.0005773908342972012,2020-08-26 01:24:14.106870,2020-08-26 01:25:19.792061,0 days 00:01:05.685191000,3,24,COMPLETE
158,158,0.0004983801172417504,2020-08-26 01:25:26.318515,2020-08-26 01:26:34.226293,0 days 00:01:07.907778000,2,32,COMPLETE
159,159,0.0009291441932258968,2020-08-26 01:26:38.276339,2020-08-26 01:28:39.242156,0 days 00:02:00.965817000,5,34,COMPLETE
160,160,0.003022446736981086,2020-08-26 01:28:44.515582,2020-08-26 01:33:24.650876,0 days 00:04:40.135294000,20,28,COMPLETE
161,161,0.0005130428306563521,2020-08-26 01:33:28.803495,2020-08-26 01:34:35.714858,0 days 00:01:06.911363000,2,33,COMPLETE
162,162,0.0009540401093244747,2020-08-26 01:34:36.460076,2020-08-26 01:36:04.660901,0 days 00:01:28.200825000,3,31,COMPLETE
163,163,0.0006577323111949257,2020-08-26 01:36:07.932562,2020-08-26 01:37:02.374696,0 days 00:00:54.442134000,2,32,COMPLETE
164,164,0.0006595964956564868,2020-08-26 01:37:04.716173,2020-08-26 01:37:43.522107,0 days 00:00:38.805934000,1,33,COMPLETE
165,165,0.0006429463561847905,2020-08-26 01:37:49.773502,2020-08-26 01:38:41.196422,0 days 00:00:51.422920000,3,29,COMPLETE
166,166,0.001240200415906556,2020-08-26 01:38:43.513209,2020-08-26 01:39:41.583777,0 days 00:00:58.070568000,3,32,COMPLETE
167,167,0.0004261686749634954,2020-08-26 01:39:44.504390,2020-08-26 01:41:01.415807,0 days 00:01:16.911417000,2,31,COMPLETE
168,168,0.000583190433523239,2020-08-26 01:41:06.699704,2020-08-26 01:42:51.124534,0 days 00:01:44.424830000,4,30,COMPLETE
169,169,0.001539217768907974,2020-08-26 01:43:10.982875,2020-08-26 01:43:44.563041,0 days 00:00:33.580166000,2,26,COMPLETE
170,170,0.0003679298186633847,2020-08-26 01:43:46.799563,2020-08-26 01:45:12.074132,0 days 00:01:25.274569000,3,31,COMPLETE
171,171,0.0011548675683544292,2020-08-26 01:45:16.560652,2020-08-26 01:46:29.822006,0 days 00:01:13.261354000,3,31,COMPLETE
172,172,0.000846298681682309,2020-08-26 01:46:33.177133,2020-08-26 01:48:15.024670,0 days 00:01:41.847537000,3,31,COMPLETE
173,173,0.0007341044570228386,2020-08-26 01:48:17.824206,2020-08-26 01:49:14.489666,0 days 00:00:56.665460000,2,29,COMPLETE
174,174,0.0005523830234125917,2020-08-26 01:49:18.028845,2020-08-26 01:50:39.444712,0 days 00:01:21.415867000,4,27,COMPLETE
175,175,0.0015512568642038695,2020-08-26 01:50:42.378446,2020-08-26 01:51:51.648500,0 days 00:01:09.270054000,3,30,COMPLETE
176,176,0.0022346026792913467,2020-08-26 01:51:54.741714,2020-08-26 01:52:27.249478,0 days 00:00:32.507764000,1,28,COMPLETE
177,177,0.0007598118906316815,2020-08-26 01:52:31.954077,2020-08-26 01:53:16.241690,0 days 00:00:44.287613000,2,34,COMPLETE
178,178,0.00048298468313035154,2020-08-26 01:53:22.899674,2020-08-26 01:54:15.831010,0 days 00:00:52.931336000,3,24,COMPLETE
179,179,0.009080368461970089,2020-08-26 01:54:17.422845,2020-08-26 01:55:15.393274,0 days 00:00:57.970429000,3,23,COMPLETE
180,180,0.0005141307200046915,2020-08-26 01:55:17.331798,2020-08-26 01:56:27.412783,0 days 00:01:10.080985000,4,24,COMPLETE
181,181,0.0006255547937149648,2020-08-26 01:56:28.215872,2020-08-26 01:57:37.664407,0 days 00:01:09.448535000,3,22,COMPLETE
182,182,0.0012504226109998858,2020-08-26 01:57:39.632573,2020-08-26 01:58:49.013424,0 days 00:01:09.380851000,2,33,COMPLETE
183,183,0.002598785618377674,2020-08-26 01:58:50.967044,2020-08-26 01:59:54.838086,0 days 00:01:03.871042000,3,21,COMPLETE
184,184,0.000738543242380286,2020-08-26 01:59:55.645961,2020-08-26 02:00:49.691666,0 days 00:00:54.045705000,2,31,COMPLETE
185,185,0.0005393478937880316,2020-08-26 02:00:51.198827,2020-08-26 02:02:10.926228,0 days 00:01:19.727401000,4,25,COMPLETE
186,186,0.00038363597842444347,2020-08-26 02:02:12.911603,2020-08-26 02:03:12.273809,0 days 00:00:59.362206000,3,32,COMPLETE
187,187,0.000583545062266655,2020-08-26 02:03:14.192978,2020-08-26 02:04:31.685259,0 days 00:01:17.492281000,3,33,COMPLETE
188,188,0.0004914685022959182,2020-08-26 02:04:35.462819,2020-08-26 02:06:22.875474,0 days 00:01:47.412655000,4,35,COMPLETE
189,189,0.009464728591840357,2020-08-26 02:06:23.478742,2020-08-26 02:08:01.341330,0 days 00:01:37.862588000,4,36,COMPLETE
190,190,0.0007401692540303661,2020-08-26 02:08:05.457287,2020-08-26 02:10:42.427665,0 days 00:02:36.970378000,5,35,COMPLETE
191,191,0.0011018891091057444,2020-08-26 02:10:43.707642,2020-08-26 02:12:22.531784,0 days 00:01:38.824142000,3,23,COMPLETE
192,192,0.0004499561309096344,2020-08-26 02:12:23.862664,2020-08-26 02:14:16.485553,0 days 00:01:52.622889000,4,37,COMPLETE
193,193,0.001441463212559048,2020-08-26 02:14:16.932630,2020-08-26 02:15:42.218869,0 days 00:01:25.286239000,4,37,COMPLETE
194,194,0.0010034935179922444,2020-08-26 02:15:42.797966,2020-08-26 02:17:14.407964,0 days 00:01:31.609998000,4,36,COMPLETE
195,195,0.0005934760837766778,2020-08-26 02:17:14.774202,2020-08-26 02:18:32.519907,0 days 00:01:17.745705000,3,34,COMPLETE
