# time start,time end,pretraining best loss,pretraining best loss epoch,training best loss,training best loss epoch,residual 1,residual 2,residual 3,residual 4
1615173232404,1615187601384,3.181741508200174226e-09,319671,4.028787982947234719e-08,1397030,7.521636169055806202e-09,6.003923315973990268e-08,2.301928584610708140e-08,7.476140270743447225e-07
