0.000000000000000000e+00,4.253027926556303406e-03
3.968253968253968251e-04,4.259931235089998471e-03
7.936507936507936501e-04,4.266629195114244287e-03
1.190476190476190584e-03,4.273005087089025086e-03
1.587301587301587300e-03,4.278884993314758731e-03
1.984126984126984017e-03,4.284389502372783556e-03
2.380952380952381167e-03,4.289602363259564788e-03
2.777777777777777884e-03,4.294424380785759505e-03
3.174603174603174600e-03,4.298813430992516268e-03
3.571428571428571317e-03,4.302953524995936467e-03
3.968253968253968034e-03,4.306883679689163524e-03
4.365079365079365184e-03,4.310903035682568489e-03
4.761904761904762334e-03,4.314880737759855915e-03
5.158730158730158617e-03,4.319083886186089391e-03
5.555555555555555768e-03,4.323294156350222794e-03
5.952380952380952051e-03,4.327632148816540347e-03
6.349206349206349201e-03,4.332236422105565504e-03
6.746031746031746351e-03,4.338258137120553845e-03
7.142857142857142634e-03,4.343931858969396140e-03
7.539682539682539784e-03,4.350589425109158137e-03
7.936507936507936067e-03,4.357962578523727135e-03
8.333333333333333218e-03,4.363060709352100698e-03
8.730158730158730368e-03,4.367187448402341104e-03
9.126984126984127518e-03,4.370329497556028550e-03
9.523809523809524669e-03,4.374243501884172124e-03
9.920634920634920084e-03,4.382415630813919077e-03
1.031746031746031723e-02,4.391847774822625269e-03
1.071428571428571438e-02,4.402801359095815173e-03
1.111111111111111154e-02,4.415929764261580966e-03
1.150793650793650869e-02,4.431414987458030114e-03
1.190476190476190410e-02,4.445395817661602911e-03
1.230158730158730125e-02,4.458103816491187747e-03
1.269841269841269840e-02,4.466526434090969076e-03
1.309523809523809555e-02,4.473018077533694355e-03
1.349206349206349270e-02,4.478422797498191749e-03
1.388888888888888812e-02,4.482416251566375721e-03
1.428571428571428527e-02,4.484920046229373507e-03
1.468253968253968242e-02,4.486500927961113369e-03
1.507936507936507957e-02,4.487673826067957276e-03
1.547619047619047672e-02,4.488697928598735058e-03
1.587301587301587213e-02,4.499816617777469170e-03
1.626984126984127102e-02,4.498046422816314414e-03
1.666666666666666644e-02,4.495993997357230869e-03
1.706349206349206185e-02,4.493845378994241156e-03
1.746031746031746074e-02,4.492003952856007259e-03
1.785714285714285615e-02,4.490762793076008216e-03
1.825396825396825504e-02,4.490745361371571535e-03
1.865079365079365045e-02,4.498198104707328872e-03
1.904761904761904934e-02,4.524577977055592795e-03
1.944444444444444475e-02,4.541943860636725623e-03
1.984126984126984017e-02,4.538742876313036148e-03
2.023809523809523905e-02,4.535530777021769266e-03
2.063492063492063447e-02,4.532370145693276862e-03
2.103174603174603335e-02,4.530438335600554638e-03
2.142857142857142877e-02,4.527324764894406599e-03
2.182539682539682419e-02,4.524262373214384993e-03
2.222222222222222307e-02,4.522302570361949256e-03
2.261904761904761849e-02,4.519792697470180476e-03
2.301587301587301737e-02,4.518399977588528557e-03
2.341269841269841279e-02,4.516821074203204202e-03
2.380952380952380820e-02,4.514931002980945157e-03
2.420634920634920709e-02,4.513096169058287629e-03
2.460317460317460250e-02,4.511401865505327083e-03
2.500000000000000139e-02,4.509761031412136065e-03
2.539682539682539680e-02,4.508221419068863568e-03
2.579365079365079222e-02,4.506725619250314709e-03
2.619047619047619110e-02,4.505303672394328149e-03
2.658730158730158652e-02,4.503916896255224719e-03
2.698412698412698540e-02,4.502585994315396432e-03
2.738095238095238082e-02,4.501285302580060668e-03
2.777777777777777624e-02,4.500018253541859976e-03
2.817460317460317512e-02,4.498774805517713818e-03
2.857142857142857054e-02,4.497567188816810335e-03
2.896825396825396942e-02,4.496377711984580854e-03
2.936507936507936484e-02,4.495215999917841557e-03
2.976190476190476025e-02,4.494071056237018170e-03
3.015873015873015914e-02,4.492949269093697399e-03
3.055555555555555455e-02,4.491843292032594859e-03
3.095238095238095344e-02,4.490758496136544251e-03
3.134920634920634885e-02,4.489688348293157695e-03
3.174603174603174427e-02,4.488634811933285389e-03
3.214285714285713969e-02,4.487592118825651025e-03
3.253968253968254204e-02,4.486562773874384208e-03
3.293650793650793746e-02,4.485538825358409941e-03
3.333333333333333287e-02,4.484521068503066060e-03
3.373015873015872829e-02,4.483494163582126338e-03
3.412698412698412370e-02,4.482404222484375270e-03
3.452380952380952606e-02,4.481309804499077759e-03
3.492063492063492147e-02,4.480162070345573323e-03
3.531746031746031689e-02,4.479003760070361315e-03
3.571428571428571230e-02,4.477810742879536135e-03
3.611111111111110772e-02,4.476604237966441170e-03
3.650793650793651007e-02,4.475368055521219968e-03
3.690476190476190549e-02,4.474120097542957052e-03
3.730158730158730090e-02,4.472846896136142662e-03
3.769841269841269632e-02,4.471562295092088024e-03
3.809523809523809867e-02,4.470256834524588031e-03
3.849206349206349409e-02,4.468937506386162252e-03
3.888888888888888951e-02,4.467598904316024550e-03
3.928571428571428492e-02,4.466245561798453008e-03
3.968253968253968034e-02,4.464857792857978083e-03
4.007936507936508269e-02,4.463358860123451365e-03
4.047619047619047811e-02,4.461833114762919772e-03
4.087301587301587352e-02,4.460219126361649085e-03
4.126984126984126894e-02,4.458581050928673260e-03
4.166666666666666435e-02,4.456887720799956702e-03
4.206349206349206671e-02,4.455178221801361742e-03
4.246031746031746212e-02,4.453435605679735912e-03
4.285714285714285754e-02,4.451684809614550771e-03
4.325396825396825295e-02,4.449913545184666294e-03
4.365079365079364837e-02,4.448139172249996644e-03
4.404761904761905073e-02,4.446353293746817779e-03
4.444444444444444614e-02,4.444567557931836110e-03
4.484126984126984156e-02,4.442774609244990423e-03
4.523809523809523697e-02,4.440980375857069180e-03
4.563492063492063239e-02,4.439170448876041467e-03
4.603174603174603474e-02,4.437334809023999946e-03
4.642857142857143016e-02,4.435495863384919350e-03
4.682539682539682557e-02,4.433635731143101798e-03
4.722222222222222099e-02,4.431772351399749198e-03
4.761904761904761640e-02,4.429897857142281979e-03
4.801587301587301876e-02,4.428020067794708609e-03
4.841269841269841417e-02,4.426136552767476542e-03
4.880952380952380959e-02,4.424253307133148294e-03
4.920634920634920501e-02,4.422369243956101627e-03
4.960317460317460042e-02,4.420487252180208861e-03
5.000000000000000278e-02,4.418607674126237214e-03
5.039682539682539819e-02,4.416731902497393787e-03
5.079365079365079361e-02,4.414860476111603753e-03
5.119047619047618902e-02,4.412996713791475338e-03
5.158730158730158444e-02,4.411147313269134403e-03
5.198412698412698679e-02,4.409463062234391002e-03
5.238095238095238221e-02,4.408067635148695679e-03
5.277777777777777762e-02,4.406518137840981578e-03
5.317460317460317304e-02,4.404995619109682015e-03
5.357142857142856845e-02,4.403551547590109881e-03
5.396825396825397081e-02,4.402130072394703705e-03
5.436507936507936622e-02,4.400762606272343863e-03
5.476190476190476164e-02,4.399415791957409644e-03
5.515873015873015706e-02,4.398110257903748918e-03
5.555555555555555247e-02,4.396820255133862022e-03
5.595238095238095483e-02,4.395561567461252553e-03
5.634920634920635024e-02,4.394319028797501539e-03
5.674603174603174566e-02,4.393102335529612198e-03
5.714285714285714107e-02,4.391900462920872439e-03
5.753968253968253649e-02,4.390714312335322091e-03
5.793650793650793884e-02,4.389590656668830929e-03
5.833333333333333426e-02,4.388492283202238484e-03
5.873015873015872967e-02,4.387439942893656304e-03
5.912698412698412509e-02,4.386409837017868178e-03
5.952380952380952051e-02,4.385413030836124784e-03
5.992063492063492286e-02,4.384435296286110124e-03
6.031746031746031828e-02,4.383482728479419326e-03
6.071428571428571369e-02,4.382546736916861918e-03
6.111111111111110911e-02,4.381631841082824462e-03
6.150793650793650452e-02,4.380732527941927183e-03
6.190476190476190688e-02,4.379850936778405951e-03
6.230158730158730229e-02,4.378982757932191848e-03
6.269841269841269771e-02,4.378130140431825933e-03
6.309523809523809312e-02,4.377290695437019430e-03
6.349206349206348854e-02,4.376455623833615423e-03
6.388888888888888395e-02,4.375646550861145290e-03
6.428571428571427937e-02,4.374853967310562974e-03
6.468253968253968866e-02,4.374081243912297627e-03
6.507936507936508408e-02,4.373323650610440663e-03
6.547619047619047949e-02,4.372582080752382069e-03
6.587301587301587491e-02,4.371853773623322718e-03
6.626984126984127033e-02,4.371140747358574254e-03
6.666666666666666574e-02,4.370440589466203021e-03
6.706349206349206116e-02,4.369754876896242250e-03
6.746031746031745657e-02,4.369082201784940146e-03
6.785714285714285199e-02,4.368422760775781191e-03
6.825396825396824740e-02,4.367776547224777074e-03
6.865079365079365670e-02,4.367144054509802809e-03
6.904761904761905211e-02,4.366524370185380713e-03
6.944444444444444753e-02,4.365908330931402882e-03
6.984126984126984294e-02,4.365295504609393272e-03
7.023809523809523836e-02,4.364696750666732274e-03
7.063492063492063378e-02,4.364100245223070246e-03
7.103174603174602919e-02,4.363514539835675055e-03
7.142857142857142461e-02,4.362932034468847836e-03
7.182539682539682002e-02,4.362358407289690029e-03
7.222222222222221544e-02,4.361789426502130952e-03
7.261904761904762473e-02,4.361229132475278464e-03
7.301587301587302015e-02,4.360674284561136954e-03
7.341269841269841556e-02,4.360128462483483375e-03
7.380952380952381098e-02,4.359588432981285552e-03
7.420634920634920639e-02,4.359056947875763165e-03
7.460317460317460181e-02,4.358532600264615822e-03
7.499999999999999722e-02,4.358017400898393963e-03
7.539682539682539264e-02,4.357498781834060614e-03
7.579365079365078806e-02,4.356961635153532540e-03
7.619047619047619735e-02,4.356430024820888078e-03
7.658730158730159276e-02,4.355881106817723752e-03
7.698412698412698818e-02,4.355334583070022587e-03
7.738095238095238360e-02,4.354775686013271328e-03
7.777777777777777901e-02,4.354218658025668653e-03
7.817460317460317443e-02,4.353653009315150944e-03
7.857142857142856984e-02,4.353090771081758771e-03
7.896825396825396526e-02,4.352525318858228333e-03
7.936507936507936067e-02,4.351964990466581848e-03
7.976190476190475609e-02,4.351406706326397048e-03
8.015873015873016538e-02,4.350854728602446091e-03
8.055555555555556080e-02,4.350306349430389970e-03
8.095238095238095621e-02,4.349766073575921099e-03
8.134920634920635163e-02,4.349216787036204804e-03
8.174603174603174705e-02,4.348589549529371587e-03
8.214285714285714246e-02,4.347958468523119464e-03
8.253968253968253788e-02,4.347257437351828568e-03
