# layer_2_theta_t0, layer_2_theta_t1, layer_1_theta_t0, layer_3_theta_t0, layer_2_theta_s, layer_2_h_s, layer_2_bclapp, layer_2_K_s
7.643833165717266176e-02,7.671453635703867624e-02,9.174581361262956758e-02,7.553604284868896401e-02,4.165416061878204346e-01,-7.915318012237548828e-02,3.956485509872436523e+00,-7.915318012237548828e-02
