# time start,time end,pretraining best loss,pretraining best loss epoch,training best loss,training best loss epoch,accuracy,residual 1,residual 2,residual 3,residual 4
1616189033602,1616210998372,2.741049809418067725e-13,250990,7.779563836259821129e-06,490873,2.741049809418067725e-13,4.990842001921953617e-05,2.182479649408874535e-05,1.753994536845482821e-03,9.163002124289222096e-04
