-61.5,-60.45384615384616,-59.40769230769231,-58.36153846153846,-57.315384615384616,-56.269230769230774,-55.223076923076924,-54.176923076923075,-53.13076923076923,-52.08461538461539,-51.03846153846154,-49.99230769230769,-48.94615384615385,-47.900000000000006,-46.853846153846156,-45.80769230769231,-44.761538461538464,-43.71538461538462,-42.66923076923077,-41.62307692307692,-40.57692307692308,-39.53076923076924,-38.48461538461539,-37.43846153846154,-36.392307692307696,-35.346153846153854,-34.300000000000004,-33.253846153846155,-32.20769230769231,-31.161538461538466,-30.11538461538462,-29.06923076923077,-28.02307692307693,-26.976923076923086,-25.930769230769236,-24.884615384615387,-23.838461538461544,-22.792307692307702,-21.746153846153852,-20.7
-61.496933856582395,-60.44948246188694,-59.40316622432008,-58.35686342394587,-57.31054789078137,-56.26421731459707,-55.21786962006796,-54.1715023869716,-53.125112765015054,-52.07869738223667,-51.03225223118385,-49.98577252635499,-48.93925252468296,-47.892685298230894,-46.84606244475033,-45.79937371698002,-44.752606545061944,-43.705745417547085,-42.658771074201404,-41.6116594468522,-40.564380260905715,-39.51689517715837,-38.4691553071462,-37.421097869802516,-36.372641664317364,-35.32368090172134,-34.27407674819508,-33.22364566106791,-32.172143212260785,-31.119241591416504,-30.064498640416144,-29.00731792862552,-27.94691131424344,-26.882325197055295,-25.81274147776479,-24.738577003515548,-23.66425204729318,-22.6032772952732,-21.584832214569442,-20.659451934259177
-61.49411920957261,-60.44515227430196,-59.39864161104363,-58.35218844001949,-57.30571112220713,-56.2592037506268,-55.21266212643769,-54.166081402925705,-53.119455873060396,-52.072778784432764,-51.02604211080428,-49.97923626590549,-48.9323497428553,-47.88536865732112,-46.83827616538303,-45.791051717339535,-44.74367009539771,-43.69610016491088,-42.6483032435326,-41.60023095743603,-40.55182240437521,-39.503000373666325,-38.453666274012996,-37.403693277835636,-36.352916984616236,-35.301122603507,-34.24802720608588,-33.19325492409031,-32.13630196548654,-31.07648707290113,-30.01288305161684,-28.944234617971144,-27.868918518859996,-26.785172775466076,-25.69220750035232,-24.593255640164234,-23.5012358377187,-22.445158040733297,-21.47155096360523,-20.635050707892237
-61.49152454386381,-60.440854718262074,-59.39411719845234,-58.347511449683104,-57.30087197870826,-56.25418747736901,-55.20745152910568,-54.16065684224678,-53.11379483332162,-52.06685534405502,-51.019826296158186,-49.97269325866292,-48.92543890230664,-47.87804230750372,-46.8304780813783,-45.78271522422974,-44.73471566504282,-43.68643235692257,-42.63780678325587,-41.58876566904371,-40.539216611875275,-39.489042232389345,-38.438092277864996,-37.386172868301436,-36.333031709344105,-35.27833753991404,-34.221651213950445,-33.162384437860105,-32.099740082639585,-31.03262569322506,-29.95953481672086,-28.87842480679479,-27.78676334851482,-26.682301823748737,-25.565714304403336,-24.446143073587482,-23.348120394601164,-22.31354168014675,-21.39176821814913,-20.62042927387332
-61.48912493338118,-60.436592426616656,-59.389593709405176,-58.342832508674114,-57.29603045886609,-56.249168488979564,-55.202237820555425,-54.155228695426125,-53.10812963366149,-52.06092704544847,-51.013604766827314,-49.96614347767909,-48.91851996701909,-47.87070619998766,-46.82266812568977,-45.7743641441034,-44.72574312133687,-43.676741802169914,-42.62728141204441,-41.57726315998418,-40.52656223791997,-39.47501974291128,-38.42243169874977,-37.36853397659317,-36.31298133311633,-35.2553178630405,-34.19493465696042,-33.131007965106534,-32.06240739682493,-30.9875607819626,-29.904275799427303,-28.80960897108511,-27.700183330616763,-26.57399271193434,-25.435146349926264,-24.301299099632722,-23.208431660571346,-22.20449398455445,-21.331591710609956,-20.609838822585708
-61.4868984283862,-60.432367443305445,-59.38507187646988,-58.33815168637214,-57.291186562773504,-56.24414677969869,-55.19702099324217,-54.14979695290739,-53.10246026187534,-52.05499387286198,-51.0073775022541,-49.959586895800705,-48.91159290066751,-47.86336028551304,-46.81484623054132,-45.765998382253365,-44.716752329733986,-43.6670283061014,-42.61672684320895,-41.565722999151376,-40.51385861999903,-39.46093186303989,-38.406682855330956,-37.35077381500295,-36.292761093415436,-35.23205516439655,-34.16786214997674,-33.09909634053889,-32.02424725670622,-30.941183524780673,-29.846915180972033,-28.73753193823268,-27.60908104169429,-26.460923870900704,-25.302681519401848,-24.161781928698865,-23.082820258894365,-22.113091162185867,-21.28364773943374,-20.601455844399258
-61.4848256937634,-60.42818130957696,-59.380552430793124,-58.33346906509634,-57.286340292253264,-56.2391223438862,-55.19180103959581,-54.14436160508642,-53.09678670569052,-52.04905581044727,-51.001144481740184,-49.953023485666876,-48.904657666615314,-47.85600451434389,-46.80701232741431,-45.75761784278938,-44.707743153759424,-43.65729167094249,-42.606142784530576,-41.55414474567813,-40.50110507783233,-39.446777517129696,-38.39084400093157,-37.33288946289822,-36.272365944978695,-35.20854040607363,-34.14041685667981,-33.06661705768582,-31.9851959455056,-30.893373786456316,-29.787258063339706,-28.661989712629136,-27.513551269797393,-26.344074643924394,-25.170418404686224,-24.02947217155592,-22.970394099759794,-22.03520860163759,-21.243905015066165,-20.594498815991592
-61.4828896915734,-60.42403513878306,-59.37603609314622,-58.32878473924707,-57.281491651046295,-56.23409517605929,-55.18657795202454,-54.13892264231119,-53.091108952765794,-52.04311284225803,-50.99490568444482,-49.9464532197066,-48.89771422791023,-47.848638836260754,-46.79916634703452,-45.74922242861422,-44.69871545496472,-43.64753169560857,-42.595528938085664,-41.54252794857058,-40.488300912573806,-39.43255559426571,-38.37491331917122,-37.31487785565965,-36.25179053040716,-35.1847638414746,-34.11258028841277,-33.03353386301197,-31.945182375595234,-30.844002134679847,-29.725116083805812,-28.58285198136514,-27.41387906447914,-26.22459457170375,-25.040139405008162,-23.90525568631401,-22.86966308490712,-21.96775536446438,-21.210011180572927,-20.588550519089207
-61.481075402440496,-60.41992968120162,-59.37152356681536,-58.324098814339834,-57.27664064496907,-56.22906527093201,-55.18135172291927,-54.13348005488177,-53.085426990690785,-52.03716495224891,-50.98866108938335,-49.939876070136165,-48.89076254727989,-47.84126320055318,-46.7913082193587,-45.74081204139909,-44.68966909288124,-43.63774817561429,-42.584885000062435,-41.530872146321634,-40.475445405959704,-39.418264946290584,-38.35888891913727,-37.296735772185016,-36.231029146495004,-35.160714925232405,-34.084332088118934,-32.999806392535596,-31.904128153576494,-30.792933003104217,-29.6603187123218,-28.50007716087959,-27.310514356031813,-26.10367661712749,-24.91321076505814,-23.78931569147105,-22.77904704775481,-21.908483813121798,-21.180495592071402,-20.583357002485467
-61.479369581009706,-60.41586538015998,-59.367015532051184,-58.31941140597053,-57.271787282040314,-56.2240326234557,-55.17612234465866,-54.128033833050495,-53.07974080698538,-52.03121212427454,-50.98241067542563,-49.933292008956556,-48.88380258712745,-47.833877556011956,-46.78343787356075,-45.732386581558295,-44.680603924972125,-43.62794090297921,-42.5742106605685,-41.5191768665015,-40.46253781939525,-39.40390438565514,-38.34276883002121,-37.278459820748054,-36.21007570583658,-35.13638221262292,-34.05564980757228,-32.96538988848414,-31.861948075601152,-30.740028775736008,-29.592723925627094,-28.413718793118022,-27.204032030467232,-25.982456234241432,-24.79058134555983,-23.681401500488548,-22.697096464845924,-21.855756164377315,-21.15438158162755,-20.578750749533985
